YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2023-10,WEEKDAY,17,TRAIN,NE7/DT12,49693,38911
2023-10,WEEKDAY,17,TRAIN,EW33,16617,7024
2023-10,WEEKENDS/HOLIDAY,17,TRAIN,EW33,3299,2252
2023-10,WEEKDAY,22,TRAIN,NS28,626,263
2023-10,WEEKENDS/HOLIDAY,22,TRAIN,NS28,397,160
2023-10,WEEKENDS/HOLIDAY,0,TRAIN,DT10/TE11,29,194
2023-10,WEEKDAY,0,TRAIN,DT10/TE11,78,345
2023-10,WEEKDAY,10,TRAIN,EW16/NE3/TE17,27472,38225
2023-10,WEEKENDS/HOLIDAY,10,TRAIN,EW16/NE3/TE17,8641,9624
2023-10,WEEKDAY,9,TRAIN,CC14,12996,9784
2023-10,WEEKENDS/HOLIDAY,9,TRAIN,CC14,3564,2021
2023-10,WEEKENDS/HOLIDAY,14,TRAIN,EW27,22092,22675
2023-10,WEEKDAY,14,TRAIN,EW27,34760,38191
2023-10,WEEKDAY,0,TRAIN,NS27/CE2/TE20,25,124
2023-10,WEEKENDS/HOLIDAY,0,TRAIN,NS27/CE2/TE20,20,72
2023-10,WEEKDAY,18,TRAIN,DT27,38130,21295
2023-10,WEEKENDS/HOLIDAY,18,TRAIN,DT27,5178,4487
2023-10,WEEKENDS/HOLIDAY,7,TRAIN,BP10,1090,457
2023-10,WEEKDAY,7,TRAIN,BP10,13990,2957
2023-10,WEEKENDS/HOLIDAY,15,TRAIN,NE10,6835,7225
2023-10,WEEKDAY,15,TRAIN,NE10,15529,15421
2023-10,WEEKENDS/HOLIDAY,18,TRAIN,EW22,2826,2935
2023-10,WEEKDAY,18,TRAIN,EW22,29128,28354
2023-10,WEEKDAY,15,TRAIN,CC25,7375,5264
2023-10,WEEKENDS/HOLIDAY,15,TRAIN,CC25,3027,2480
2023-10,WEEKENDS/HOLIDAY,12,TRAIN,CE1/DT16,11329,26132
2023-10,WEEKDAY,12,TRAIN,CE1/DT16,23435,39897
2023-10,WEEKENDS/HOLIDAY,10,TRAIN,SW6,2408,934
2023-10,WEEKDAY,10,TRAIN,SW6,4665,2128
2023-10,WEEKDAY,17,TRAIN,DT31,13392,17639
2023-10,WEEKENDS/HOLIDAY,17,TRAIN,DT31,4649,4240
2023-10,WEEKENDS/HOLIDAY,15,TRAIN,CC14,2864,3289
2023-10,WEEKDAY,15,TRAIN,CC14,12099,7928
2023-10,WEEKENDS/HOLIDAY,0,TRAIN,NS8,654,1420
2023-10,WEEKDAY,0,TRAIN,NS8,698,3189
2023-10,WEEKENDS/HOLIDAY,18,TRAIN,NS14,14794,16880
2023-10,WEEKDAY,18,TRAIN,NS14,50512,111942
2023-10,WEEKDAY,12,TRAIN,EW17,25309,26349
2023-10,WEEKENDS/HOLIDAY,12,TRAIN,EW17,12896,12304
2023-10,WEEKENDS/HOLIDAY,11,TRAIN,TE22,894,2871
2023-10,WEEKDAY,11,TRAIN,TE22,1095,3283
2023-10,WEEKDAY,17,TRAIN,DT21,17929,9910
2023-10,WEEKENDS/HOLIDAY,17,TRAIN,DT21,5069,3569
2023-10,WEEKDAY,19,TRAIN,NE12/CC13,71192,144060
2023-10,WEEKENDS/HOLIDAY,19,TRAIN,NE12/CC13,28100,35401
2023-10,WEEKENDS/HOLIDAY,6,TRAIN,EW31,1702,2310
2023-10,WEEKDAY,6,TRAIN,EW31,5759,12001
2023-10,WEEKENDS/HOLIDAY,15,TRAIN,EW7,7119,7895
2023-10,WEEKDAY,15,TRAIN,EW7,11236,15409
2023-10,WEEKENDS/HOLIDAY,17,TRAIN,NE12/CC13,32748,39784
2023-10,WEEKDAY,17,TRAIN,NE12/CC13,73181,120356
2023-10,WEEKENDS/HOLIDAY,8,TRAIN,NS21/DT11,17935,19722
2023-10,WEEKDAY,8,TRAIN,NS21/DT11,118154,138902
2023-10,WEEKDAY,0,TRAIN,NE16/STC,515,4234
2023-10,WEEKENDS/HOLIDAY,0,TRAIN,NE16/STC,316,2007
2023-10,WEEKENDS/HOLIDAY,23,TRAIN,CC23,332,191
2023-10,WEEKDAY,23,TRAIN,CC23,2442,508
2023-10,WEEKENDS/HOLIDAY,22,TRAIN,DT13,3027,2280
2023-10,WEEKDAY,22,TRAIN,DT13,9188,5682
2023-10,WEEKDAY,23,TRAIN,NE14,2572,19587
2023-10,WEEKENDS/HOLIDAY,23,TRAIN,NE14,1020,8316
2023-10,WEEKDAY,22,TRAIN,NS9/TE2,28769,64134
2023-10,WEEKENDS/HOLIDAY,22,TRAIN,NS9/TE2,14363,26032
2023-10,WEEKENDS/HOLIDAY,12,TRAIN,DT22,4546,6464
2023-10,WEEKDAY,12,TRAIN,DT22,7527,9089
2023-10,WEEKENDS/HOLIDAY,18,TRAIN,DT28,6436,6450
2023-10,WEEKDAY,18,TRAIN,DT28,42876,28210
2023-10,WEEKDAY,12,TRAIN,DT34,5760,4180
2023-10,WEEKENDS/HOLIDAY,12,TRAIN,DT34,2791,1635
2023-10,WEEKDAY,9,TRAIN,SW7,4500,1295
2023-10,WEEKENDS/HOLIDAY,9,TRAIN,SW7,1806,544
2023-10,WEEKDAY,12,TRAIN,NE17/PTC,42478,40574
2023-10,WEEKENDS/HOLIDAY,12,TRAIN,NE17/PTC,25666,21308
2023-10,WEEKDAY,19,TRAIN,NE8,40692,69685
2023-10,WEEKENDS/HOLIDAY,19,TRAIN,NE8,30425,31471
2023-10,WEEKENDS/HOLIDAY,21,TRAIN,CC24,3870,2371
2023-10,WEEKDAY,21,TRAIN,CC24,31312,4177
2023-10,WEEKDAY,12,TRAIN,EW8/CC9,45281,57363
2023-10,WEEKENDS/HOLIDAY,12,TRAIN,EW8/CC9,31384,35225
2023-10,WEEKDAY,20,TRAIN,BP5,1666,2305
2023-10,WEEKENDS/HOLIDAY,20,TRAIN,BP5,538,722
2023-10,WEEKENDS/HOLIDAY,12,TRAIN,EW15,9888,13539
2023-10,WEEKDAY,12,TRAIN,EW15,35612,39125
2023-10,WEEKDAY,7,TRAIN,SW4,9935,1640
2023-10,WEEKENDS/HOLIDAY,7,TRAIN,SW4,804,316
2023-10,WEEKDAY,22,TRAIN,DT33,3497,24919
2023-10,WEEKENDS/HOLIDAY,22,TRAIN,DT33,1563,9357
2023-10,WEEKDAY,11,TRAIN,EW24/NS1,37353,64705
2023-10,WEEKENDS/HOLIDAY,11,TRAIN,EW24/NS1,21252,40881
2023-10,WEEKENDS/HOLIDAY,21,TRAIN,NS13,16756,25928
2023-10,WEEKDAY,21,TRAIN,NS13,42093,72513
2023-10,WEEKENDS/HOLIDAY,5,TRAIN,NS13,5768,747
2023-10,WEEKDAY,5,TRAIN,NS13,28775,4168
2023-10,WEEKDAY,5,TRAIN,PW6,754,25
2023-10,WEEKENDS/HOLIDAY,5,TRAIN,PW6,141,4
2023-10,WEEKENDS/HOLIDAY,13,TRAIN,CC21,4712,4640
2023-10,WEEKDAY,13,TRAIN,CC21,12847,8660
2023-10,WEEKDAY,14,TRAIN,PE7,3579,5194
2023-10,WEEKENDS/HOLIDAY,14,TRAIN,PE7,2066,2157
2023-10,WEEKDAY,10,TRAIN,CC20,5902,3626
2023-10,WEEKENDS/HOLIDAY,10,TRAIN,CC20,2978,2542
2023-10,WEEKDAY,0,TRAIN,NE17/PTC,511,3780
2023-10,WEEKENDS/HOLIDAY,0,TRAIN,NE17/PTC,229,1915
2023-10,WEEKENDS/HOLIDAY,13,TRAIN,BP12,1121,590
2023-10,WEEKDAY,13,TRAIN,BP12,4054,2133
2023-10,WEEKDAY,14,TRAIN,NS17/CC15,46690,41955
2023-10,WEEKENDS/HOLIDAY,14,TRAIN,NS17/CC15,21370,20520
2023-10,WEEKDAY,16,TRAIN,CC10/DT26,16134,13054
2023-10,WEEKENDS/HOLIDAY,16,TRAIN,CC10/DT26,7413,5842
2023-10,WEEKENDS/HOLIDAY,6,TRAIN,DT28,3346,1250
2023-10,WEEKDAY,6,TRAIN,DT28,16998,8946
2023-10,WEEKDAY,5,TRAIN,DT7,175,91
2023-10,WEEKENDS/HOLIDAY,5,TRAIN,DT7,28,6
2023-10,WEEKDAY,11,TRAIN,PW5,2585,1639
2023-10,WEEKENDS/HOLIDAY,11,TRAIN,PW5,2284,888
2023-10,WEEKDAY,18,TRAIN,BP3,5022,14279
2023-10,WEEKENDS/HOLIDAY,18,TRAIN,BP3,1433,2298
2023-10,WEEKDAY,22,TRAIN,CC28,1168,4571
2023-10,WEEKENDS/HOLIDAY,22,TRAIN,CC28,427,1374
2023-10,WEEKDAY,13,TRAIN,SW6,5237,5584
2023-10,WEEKENDS/HOLIDAY,13,TRAIN,SW6,1789,1540
2023-10,WEEKENDS/HOLIDAY,21,TRAIN,EW25,3443,6269
2023-10,WEEKDAY,21,TRAIN,EW25,5226,14803
2023-10,WEEKENDS/HOLIDAY,16,TRAIN,CC2,3145,2459
2023-10,WEEKDAY,16,TRAIN,CC2,7857,4410
2023-10,WEEKDAY,14,TRAIN,CC12,7096,6742
2023-10,WEEKENDS/HOLIDAY,14,TRAIN,CC12,2712,2889
2023-10,WEEKENDS/HOLIDAY,16,TRAIN,NS20,16270,12495
2023-10,WEEKDAY,16,TRAIN,NS20,63950,28643
2023-10,WEEKENDS/HOLIDAY,16,TRAIN,NS14,14534,12928
2023-10,WEEKDAY,16,TRAIN,NS14,27151,33941
2023-10,WEEKENDS/HOLIDAY,11,TRAIN,NS15,7185,3474
2023-10,WEEKDAY,11,TRAIN,NS15,19501,15989
2023-10,WEEKENDS/HOLIDAY,5,TRAIN,EW21/CC22,372,122
2023-10,WEEKDAY,5,TRAIN,EW21/CC22,2454,1359
2023-10,WEEKDAY,11,TRAIN,BP4,6392,2174
2023-10,WEEKENDS/HOLIDAY,11,TRAIN,BP4,860,479
2023-10,WEEKDAY,11,TRAIN,NS27/CE2/TE20,4947,5004
2023-10,WEEKENDS/HOLIDAY,11,TRAIN,NS27/CE2/TE20,1368,2409
2023-10,WEEKENDS/HOLIDAY,9,TRAIN,NS17/CC15,19385,12489
2023-10,WEEKDAY,9,TRAIN,NS17/CC15,66336,30977
2023-10,WEEKDAY,6,TRAIN,EW10,21442,4070
2023-10,WEEKENDS/HOLIDAY,6,TRAIN,EW10,4433,1312
2023-10,WEEKENDS/HOLIDAY,8,TRAIN,NS28,391,2146
2023-10,WEEKDAY,8,TRAIN,NS28,1926,3340
2023-10,WEEKDAY,7,TRAIN,EW33,11375,16892
2023-10,WEEKENDS/HOLIDAY,7,TRAIN,EW33,2681,2767
2023-10,WEEKENDS/HOLIDAY,18,TRAIN,BP12,853,774
2023-10,WEEKDAY,18,TRAIN,BP12,2996,7758
2023-10,WEEKENDS/HOLIDAY,0,TRAIN,EW14/NS26,206,63
2023-10,WEEKDAY,0,TRAIN,EW14/NS26,576,128
2023-10,WEEKENDS/HOLIDAY,0,TRAIN,CG2,67,86
2023-10,WEEKDAY,0,TRAIN,CG2,97,234
2023-10,WEEKDAY,16,TRAIN,NE5,14215,12962
2023-10,WEEKENDS/HOLIDAY,16,TRAIN,NE5,5973,6691
2023-10,WEEKDAY,11,TRAIN,NE16/STC,45088,34004
2023-10,WEEKENDS/HOLIDAY,11,TRAIN,NE16/STC,24563,17921
2023-10,WEEKENDS/HOLIDAY,9,TRAIN,TE6,6333,2312
2023-10,WEEKDAY,9,TRAIN,TE6,19260,4316
2023-10,WEEKDAY,13,TRAIN,EW9,24103,17482
2023-10,WEEKENDS/HOLIDAY,13,TRAIN,EW9,13184,11106
2023-10,WEEKENDS/HOLIDAY,8,TRAIN,TE5,2090,1194
2023-10,WEEKDAY,8,TRAIN,TE5,15826,6320
2023-10,WEEKENDS/HOLIDAY,17,TRAIN,CC6,8014,8020
2023-10,WEEKDAY,17,TRAIN,CC6,12552,14492
2023-10,WEEKDAY,8,TRAIN,NE8,38247,44822
2023-10,WEEKENDS/HOLIDAY,8,TRAIN,NE8,7551,10087
2023-10,WEEKDAY,20,TRAIN,CC7,4833,9681
2023-10,WEEKENDS/HOLIDAY,20,TRAIN,CC7,2379,3511
2023-10,WEEKENDS/HOLIDAY,20,TRAIN,NS3,4237,10562
2023-10,WEEKDAY,20,TRAIN,NS3,10831,33804
2023-10,WEEKENDS/HOLIDAY,0,TRAIN,BP13,0,2
2023-10,WEEKENDS/HOLIDAY,10,TRAIN,SE3,1817,597
2023-10,WEEKDAY,10,TRAIN,SE3,3923,1333
2023-10,WEEKDAY,9,TRAIN,EW16/NE3/TE17,27339,72037
2023-10,WEEKENDS/HOLIDAY,9,TRAIN,EW16/NE3/TE17,7308,8723
2023-10,WEEKENDS/HOLIDAY,18,TRAIN,NE16/STC,21728,28537
2023-10,WEEKDAY,18,TRAIN,NE16/STC,68422,152330
2023-10,WEEKDAY,12,TRAIN,TE3,9726,6314
2023-10,WEEKENDS/HOLIDAY,12,TRAIN,TE3,5010,2063
2023-10,WEEKENDS/HOLIDAY,5,TRAIN,EW15,171,44
2023-10,WEEKDAY,5,TRAIN,EW15,936,752
2023-10,WEEKENDS/HOLIDAY,18,TRAIN,NS7,17607,13194
2023-10,WEEKDAY,18,TRAIN,NS7,40015,48522
2023-10,WEEKENDS/HOLIDAY,0,TRAIN,NS15,156,651
2023-10,WEEKDAY,0,TRAIN,NS15,371,1284
2023-10,WEEKENDS/HOLIDAY,15,TRAIN,NS15,5934,5036
2023-10,WEEKDAY,15,TRAIN,NS15,30959,13741
2023-10,WEEKDAY,22,TRAIN,DT7,2315,2938
2023-10,WEEKENDS/HOLIDAY,22,TRAIN,DT7,1081,1224
2023-10,WEEKDAY,15,TRAIN,PW4,4215,5418
2023-10,WEEKENDS/HOLIDAY,15,TRAIN,PW4,2970,3071
2023-10,WEEKENDS/HOLIDAY,22,TRAIN,TE4,1276,1135
2023-10,WEEKDAY,22,TRAIN,TE4,2664,2868
2023-10,WEEKENDS/HOLIDAY,15,TRAIN,EW23,21032,21752
2023-10,WEEKDAY,15,TRAIN,EW23,47182,44606
2023-10,WEEKENDS/HOLIDAY,20,TRAIN,NE8,33018,18821
2023-10,WEEKDAY,20,TRAIN,NE8,39985,39263
2023-10,WEEKDAY,19,TRAIN,EW33,6966,6897
2023-10,WEEKENDS/HOLIDAY,19,TRAIN,EW33,2611,2757
2023-10,WEEKDAY,8,TRAIN,TE16,11987,14502
2023-10,WEEKENDS/HOLIDAY,8,TRAIN,TE16,2065,1735
2023-10,WEEKDAY,6,TRAIN,CC16,8422,4149
2023-10,WEEKENDS/HOLIDAY,6,TRAIN,CC16,1264,561
2023-10,WEEKDAY,13,TRAIN,TE4,3590,3627
2023-10,WEEKENDS/HOLIDAY,13,TRAIN,TE4,2377,1853
2023-10,WEEKENDS/HOLIDAY,11,TRAIN,BP12,1355,598
2023-10,WEEKDAY,11,TRAIN,BP12,3294,1193
2023-10,WEEKDAY,13,TRAIN,NE17/PTC,47883,49698
2023-10,WEEKENDS/HOLIDAY,13,TRAIN,NE17/PTC,25567,23525
2023-10,WEEKENDS/HOLIDAY,7,TRAIN,BP5,614,455
2023-10,WEEKDAY,7,TRAIN,BP5,6539,3465
2023-10,WEEKDAY,8,TRAIN,SW6,12452,3327
2023-10,WEEKENDS/HOLIDAY,8,TRAIN,SW6,2020,532
2023-10,WEEKDAY,16,TRAIN,EW4,19056,15333
2023-10,WEEKENDS/HOLIDAY,16,TRAIN,EW4,7671,7270
2023-10,WEEKENDS/HOLIDAY,14,TRAIN,CC2,2406,3041
2023-10,WEEKDAY,14,TRAIN,CC2,5053,7005
2023-10,WEEKENDS/HOLIDAY,12,TRAIN,NE14,17901,10951
2023-10,WEEKDAY,12,TRAIN,NE14,33610,21748
2023-10,WEEKDAY,20,TRAIN,NE4/DT19,86627,37222
2023-10,WEEKENDS/HOLIDAY,20,TRAIN,NE4/DT19,34760,16641
2023-10,WEEKENDS/HOLIDAY,0,TRAIN,SE5,25,161
2023-10,WEEKDAY,0,TRAIN,SE5,31,325
2023-10,WEEKDAY,23,TRAIN,EW6,1492,6754
2023-10,WEEKENDS/HOLIDAY,23,TRAIN,EW6,702,2746
2023-10,WEEKDAY,12,TRAIN,CC4/DT15,18505,31911
2023-10,WEEKENDS/HOLIDAY,12,TRAIN,CC4/DT15,5699,14106
2023-10,WEEKDAY,15,TRAIN,NE4/DT19,61148,52929
2023-10,WEEKENDS/HOLIDAY,15,TRAIN,NE4/DT19,37378,31219
2023-10,WEEKENDS/HOLIDAY,8,TRAIN,SW1,1012,772
2023-10,WEEKDAY,8,TRAIN,SW1,4696,7838
2023-10,WEEKDAY,9,TRAIN,NS10,65098,26375
2023-10,WEEKENDS/HOLIDAY,9,TRAIN,NS10,24254,10056
2023-10,WEEKENDS/HOLIDAY,7,TRAIN,DT33,6805,2804
2023-10,WEEKDAY,7,TRAIN,DT33,75661,20652
2023-10,WEEKDAY,0,TRAIN,DT24,49,438
2023-10,WEEKENDS/HOLIDAY,0,TRAIN,DT24,17,244
2023-10,WEEKDAY,0,TRAIN,NS18,241,1592
2023-10,WEEKENDS/HOLIDAY,0,TRAIN,NS18,121,726
2023-10,WEEKENDS/HOLIDAY,22,TRAIN,NS24/NE6/CC1,13555,4814
2023-10,WEEKDAY,22,TRAIN,NS24/NE6/CC1,37932,10088
2023-10,WEEKDAY,21,TRAIN,EW3,10241,23210
2023-10,WEEKENDS/HOLIDAY,21,TRAIN,EW3,4252,8290
2023-10,WEEKDAY,21,TRAIN,CG1/DT35,20965,3078
2023-10,WEEKENDS/HOLIDAY,21,TRAIN,CG1/DT35,10121,1888
2023-10,WEEKENDS/HOLIDAY,13,TRAIN,NS21/DT11,31884,31979
2023-10,WEEKDAY,13,TRAIN,NS21/DT11,56051,70181
2023-10,WEEKDAY,17,TRAIN,TE12,14286,3063
2023-10,WEEKENDS/HOLIDAY,17,TRAIN,TE12,1818,1277
2023-10,WEEKENDS/HOLIDAY,7,TRAIN,CC23,801,2840
2023-10,WEEKDAY,7,TRAIN,CC23,4072,38791
2023-10,WEEKDAY,16,TRAIN,SW1,5374,2495
2023-10,WEEKENDS/HOLIDAY,16,TRAIN,SW1,1305,860
2023-10,WEEKDAY,20,TRAIN,NE15,9512,37996
2023-10,WEEKENDS/HOLIDAY,20,TRAIN,NE15,3961,11804
2023-10,WEEKDAY,13,TRAIN,EW29,9046,7646
2023-10,WEEKENDS/HOLIDAY,13,TRAIN,EW29,6066,4171
2023-10,WEEKENDS/HOLIDAY,13,TRAIN,EW30,1145,539
2023-10,WEEKDAY,13,TRAIN,EW30,1237,1106
2023-10,WEEKDAY,7,TRAIN,EW32,6384,35597
2023-10,WEEKENDS/HOLIDAY,7,TRAIN,EW32,3100,4761
2023-10,WEEKDAY,7,TRAIN,NE14,100726,37312
2023-10,WEEKENDS/HOLIDAY,7,TRAIN,NE14,10831,4748
2023-10,WEEKDAY,13,TRAIN,SE3,4158,3581
2023-10,WEEKENDS/HOLIDAY,13,TRAIN,SE3,1478,1263
2023-10,WEEKENDS/HOLIDAY,20,TRAIN,EW30,994,1587
2023-10,WEEKDAY,20,TRAIN,EW30,6591,1702
2023-10,WEEKENDS/HOLIDAY,12,TRAIN,NS17/CC15,23241,19068
2023-10,WEEKDAY,12,TRAIN,NS17/CC15,50177,44189
2023-10,WEEKDAY,15,TRAIN,EW26,20601,24302
2023-10,WEEKENDS/HOLIDAY,15,TRAIN,EW26,12661,12972
2023-10,WEEKENDS/HOLIDAY,17,TRAIN,TE13,2061,1343
2023-10,WEEKDAY,17,TRAIN,TE13,8651,3833
2023-10,WEEKDAY,9,TRAIN,EW23,56431,55846
2023-10,WEEKENDS/HOLIDAY,9,TRAIN,EW23,20902,16657
2023-10,WEEKENDS/HOLIDAY,21,TRAIN,DT34,906,2389
2023-10,WEEKDAY,21,TRAIN,DT34,3123,5462
2023-10,WEEKDAY,20,TRAIN,DT5,12230,17825
2023-10,WEEKENDS/HOLIDAY,20,TRAIN,DT5,4397,7000
2023-10,WEEKENDS/HOLIDAY,15,TRAIN,DT22,5416,5962
2023-10,WEEKDAY,15,TRAIN,DT22,7086,7956
2023-10,WEEKENDS/HOLIDAY,21,TRAIN,CC27,895,300
2023-10,WEEKDAY,21,TRAIN,CC27,5449,837
2023-10,WEEKENDS/HOLIDAY,15,TRAIN,SE4,1472,1474
2023-10,WEEKDAY,15,TRAIN,SE4,2682,3590
2023-10,WEEKDAY,19,TRAIN,PW6,1138,3604
2023-10,WEEKENDS/HOLIDAY,19,TRAIN,PW6,328,755
2023-10,WEEKDAY,8,TRAIN,NE10,45324,43004
2023-10,WEEKENDS/HOLIDAY,8,TRAIN,NE10,5847,4961
2023-10,WEEKENDS/HOLIDAY,15,TRAIN,NS5,11087,13000
2023-10,WEEKDAY,15,TRAIN,NS5,19168,25089
2023-10,WEEKDAY,11,TRAIN,DT13,8214,14396
2023-10,WEEKENDS/HOLIDAY,11,TRAIN,DT13,4536,6739
2023-10,WEEKDAY,20,TRAIN,DT27,7970,10500
2023-10,WEEKENDS/HOLIDAY,20,TRAIN,DT27,2163,4409
2023-10,WEEKDAY,20,TRAIN,SW3,860,3984
2023-10,WEEKENDS/HOLIDAY,20,TRAIN,SW3,365,1215
2023-10,WEEKDAY,14,TRAIN,EW16/NE3/TE17,30283,36067
2023-10,WEEKENDS/HOLIDAY,14,TRAIN,EW16/NE3/TE17,11542,8543
2023-10,WEEKDAY,19,TRAIN,EW26,27668,84676
2023-10,WEEKENDS/HOLIDAY,19,TRAIN,EW26,11399,18747
2023-10,WEEKDAY,6,TRAIN,BP3,13424,1294
2023-10,WEEKENDS/HOLIDAY,6,TRAIN,BP3,1267,225
2023-10,WEEKENDS/HOLIDAY,13,TRAIN,EW12/DT14,32412,47256
2023-10,WEEKDAY,13,TRAIN,EW12/DT14,65763,67744
2023-10,WEEKDAY,8,TRAIN,CG2,13262,36068
2023-10,WEEKENDS/HOLIDAY,8,TRAIN,CG2,5447,9177
2023-10,WEEKDAY,20,TRAIN,NE13,17386,29820
2023-10,WEEKENDS/HOLIDAY,20,TRAIN,NE13,6696,10336
2023-10,WEEKDAY,19,TRAIN,NS17/CC15,52345,90825
2023-10,WEEKENDS/HOLIDAY,19,TRAIN,NS17/CC15,17162,20008
2023-10,WEEKDAY,14,TRAIN,TE8,7978,8460
2023-10,WEEKENDS/HOLIDAY,14,TRAIN,TE8,6024,4300
2023-10,WEEKENDS/HOLIDAY,23,TRAIN,CC17/TE9,310,974
2023-10,WEEKDAY,23,TRAIN,CC17/TE9,767,2548
2023-10,WEEKDAY,10,TRAIN,DT18,5548,27156
2023-10,WEEKENDS/HOLIDAY,10,TRAIN,DT18,1378,3810
2023-10,WEEKENDS/HOLIDAY,19,TRAIN,EW23,19804,24273
2023-10,WEEKDAY,19,TRAIN,EW23,67321,93832
2023-10,WEEKENDS/HOLIDAY,14,TRAIN,EW15,12443,9779
2023-10,WEEKDAY,14,TRAIN,EW15,30931,29512
2023-10,WEEKDAY,23,TRAIN,EW12/DT14,23006,10419
2023-10,WEEKENDS/HOLIDAY,23,TRAIN,EW12/DT14,11060,5348
2023-10,WEEKENDS/HOLIDAY,7,TRAIN,NS15,5246,5015
2023-10,WEEKDAY,7,TRAIN,NS15,39554,75891
2023-10,WEEKDAY,12,TRAIN,EW30,2382,1173
2023-10,WEEKENDS/HOLIDAY,12,TRAIN,EW30,1469,576
2023-10,WEEKDAY,12,TRAIN,NE11,12716,13356
2023-10,WEEKENDS/HOLIDAY,12,TRAIN,NE11,7437,6519
2023-10,WEEKDAY,8,TRAIN,PE5,18586,3291
2023-10,WEEKENDS/HOLIDAY,8,TRAIN,PE5,3411,855
2023-10,WEEKENDS/HOLIDAY,14,TRAIN,TE19,1506,1366
2023-10,WEEKDAY,14,TRAIN,TE19,5544,6038
2023-10,WEEKDAY,19,TRAIN,TE19,23659,3639
2023-10,WEEKENDS/HOLIDAY,19,TRAIN,TE19,1295,1140
2023-10,WEEKENDS/HOLIDAY,9,TRAIN,CC11,2480,7300
2023-10,WEEKDAY,9,TRAIN,CC11,7771,66795
2023-10,WEEKENDS/HOLIDAY,0,TRAIN,SE1,23,299
2023-10,WEEKDAY,0,TRAIN,SE1,52,602
2023-10,WEEKDAY,10,TRAIN,NS4/BP1,31003,24283
2023-10,WEEKENDS/HOLIDAY,10,TRAIN,NS4/BP1,17505,12278
2023-10,WEEKDAY,22,TRAIN,NS5,8727,32553
2023-10,WEEKENDS/HOLIDAY,22,TRAIN,NS5,4317,13126
2023-10,WEEKDAY,22,TRAIN,SE3,485,4265
2023-10,WEEKENDS/HOLIDAY,22,TRAIN,SE3,226,1746
2023-10,WEEKENDS/HOLIDAY,12,TRAIN,NS14,15891,10929
2023-10,WEEKDAY,12,TRAIN,NS14,29914,20166
2023-10,WEEKDAY,14,TRAIN,SE4,3217,3849
2023-10,WEEKENDS/HOLIDAY,14,TRAIN,SE4,1656,1613
2023-10,WEEKENDS/HOLIDAY,23,TRAIN,EW11,1997,3328
2023-10,WEEKDAY,23,TRAIN,EW11,4921,7132
